latitude,longitude,ef_scale,year
27.38,-82.55,0,2003
30.7,-85.05,2,2003
26.18,-81.77,1,2003
26.32,-81.75,0,2003
25.9,-81.3,0,2003
26.72,-81.37,1,2003
26.68,-80.67,0,2003
25.77,-80.57,0,2003
25.92,-80.18,1,2003
25.77,-80.2,2,2003
26.6,-80.72,1,2003
30.82,-86.55,0,2003
30.8,-86.42,0,2003
30.85,-86.28,0,2003
29.65,-85.33,0,2003
29.83,-82.6,0,2003
30.35,-82.98,0,2003
29.68,-82.35,0,2003
27.6,-81.68,0,2003
27.88,-82.0,0,2003
27.53,-82.58,0,2003
26.23,-80.12,0,2003
29.25,-82.3,0,2003
28.37,-82.18,0,2003
26.95,-82.07,0,2003
25.8,-80.12,0,2003
26.18,-80.98,0,2003
28.02,-82.27,1,2003
25.8,-80.12,0,2003
30.43,-84.57,0,2003
26.68,-80.05,0,2003
26.82,-80.67,0,2003
28.35,-80.73,0,2003
26.93,-80.1,0,2003
26.8,-80.07,1,2003
25.68,-80.32,0,2003
28.42,-80.53,1,2004
30.63,-83.57,1,2004
30.63,-87.03,1,2004
30.45,-86.13,1,2004
30.58,-85.93,0,2004
30.18,-85.8,0,2004
30.38,-86.52,0,2004
28.05,-81.82,0,2004
27.0,-80.2,0,2004
27.07,-80.15,0,2004
26.17,-81.67,1,2004
26.97,-82.33,0,2004
30.77,-85.85,0,2004
26.75,-81.43,0,2004
30.18,-85.8,0,2004
27.6,-81.97,1,2004
26.65,-81.92,0,2004
26.7,-82.13,0,2004
27.47,-82.57,0,2004
26.23,-81.8,0,2004
29.1,-82.53,1,2004
26.68,-80.05,0,2004
27.27,-80.32,0,2004
29.92,-82.42,1,2004
30.05,-82.08,1,2004
30.47,-81.8,2,2004
26.35,-80.08,0,2004
26.45,-82.02,0,2004
26.15,-80.93,2,2004
27.4,-81.67,0,2004
27.9,-81.58,0,2004
28.17,-81.6,0,2004
27.3,-81.85,0,2004
26.58,-81.98,0,2004
26.5,-82.18,1,2004
27.0,-82.07,1,2004
28.17,-81.1,0,2004
29.2,-81.02,1,2004
29.2,-81.0,0,2004
28.3,-81.23,1,2004
28.25,-81.22,1,2004
28.6,-82.33,0,2004
28.28,-82.68,0,2004
29.57,-82.88,0,2004
26.8,-80.13,0,2004
27.73,-82.75,0,2004
28.08,-80.57,0,2004
27.5,-80.38,0,2004
29.22,-81.03,0,2004
30.3,-87.48,0,2004
30.33,-87.0,0,2004
29.92,-85.38,0,2004
30.1,-85.75,1,2004
29.98,-85.4,1,2004
30.13,-85.17,1,2004
30.33,-85.4,0,2004
30.65,-85.48,0,2004
30.85,-85.6,1,2004
29.9,-84.73,0,2004
30.05,-84.85,1,2004
29.05,-82.47,1,2004
30.5,-85.05,2,2004
29.38,-82.45,0,2004
29.45,-82.65,0,2004
30.72,-85.17,2,2004
30.52,-83.97,0,2004
29.68,-83.4,0,2004
26.12,-81.78,1,2004
26.12,-81.78,0,2004
26.6,-81.98,0,2004
26.58,-82.22,0,2004
27.63,-80.43,1,2004
29.47,-81.13,0,2004
27.9,-80.5,1,2004
27.9,-80.5,1,2004
29.33,-81.32,0,2004
29.77,-81.38,0,2004
30.1,-81.63,0,2004
30.18,-81.38,0,2004
29.9,-81.48,0,2004
28.25,-81.23,0,2004
28.12,-81.98,0,2004
30.1,-81.55,0,2004
29.42,-82.12,0,2004
30.17,-81.7,0,2004
29.55,-81.22,0,2004
29.65,-81.37,0,2004
30.23,-82.82,0,2004
29.43,-81.52,0,2004
29.65,-81.7,0,2004
29.83,-82.6,0,2004
30.08,-81.45,0,2004
27.85,-81.87,0,2004
26.93,-80.1,0,2004
30.0,-81.68,1,2004
30.1,-81.63,0,2004
30.1,-81.63,0,2004
28.4,-82.68,0,2004
29.07,-81.97,0,2004
29.62,-81.9,0,2004
30.08,-81.45,0,2004
30.33,-81.6,0,2004
29.88,-81.35,0,2004
30.3,-81.4,0,2004
27.48,-81.8,0,2005
27.9,-81.98,0,2005
28.33,-80.72,0,2005
25.92,-81.3,1,2005
27.4,-81.45,0,2005
28.03,-80.57,2,2005
28.03,-80.58,0,2005
28.08,-80.58,1,2005
30.23,-85.68,0,2005
30.18,-84.38,1,2005
30.3,-84.23,0,2005
28.03,-80.58,1,2005
29.93,-85.35,0,2005
30.12,-85.2,0,2005
30.0,-83.07,0,2005
27.93,-81.98,1,2005
30.83,-85.7,1,2005
29.17,-82.22,1,2005
27.27,-80.32,0,2005
28.2,-82.48,1,2005
27.38,-81.03,0,2005
30.4,-86.87,0,2005
26.47,-80.18,0,2005
29.65,-81.63,0,2005
24.7,-81.08,0,2005
27.88,-82.77,0,2005
27.98,-81.88,0,2005
30.33,-82.98,0,2005
26.67,-80.32,0,2005
26.93,-82.07,0,2005
27.9,-82.8,0,2005
30.62,-87.33,0,2005
30.97,-87.43,0,2005
30.97,-86.47,0,2005
27.53,-81.82,0,2005
27.53,-82.43,1,2005
27.92,-82.27,0,2005
27.85,-82.53,0,2005
27.82,-82.68,0,2005
27.97,-82.32,0,2005
28.9,-82.48,0,2005
30.25,-82.9,0,2005
27.8,-81.57,0,2005
24.7,-81.08,2,2005
30.48,-86.5,0,2005
30.85,-86.93,0,2005
30.97,-87.27,0,2005
30.72,-86.77,0,2005
30.85,-86.87,0,2005
29.52,-82.27,0,2005
25.8,-80.12,0,2005
25.77,-80.2,0,2005
30.63,-87.03,0,2005
30.6,-87.15,0,2005
30.6,-87.02,0,2005
26.05,-81.67,0,2005
30.28,-85.54,0,2006
30.27,-85.93,0,2006
29.71,-85.0,1,2006
28.67,-81.5,0,2006
25.95,-80.12,0,2006
28.55,-81.37,0,2006
28.62,-81.25,1,2006
30.11,-82.43,2,2006
28.31,-82.33,2,2006
28.8,-81.87,0,2006
29.03,-81.3,2,2006
29.18,-81.05,2,2006
30.8,-86.7,0,2006
30.85,-87.02,1,2006
30.02,-84.98,0,2006
26.18,-80.28,0,2006
30.22,-84.37,0,2006
27.95,-81.77,0,2006
27.58,-81.78,0,2006
27.2,-81.87,0,2006
27.27,-81.87,0,2006
28.67,-81.5,0,2006
30.28,-81.42,0,2006
30.42,-81.43,0,2006
26.63,-80.72,0,2006
26.98,-82.12,2,2006
26.97,-82.05,0,2006
27.98,-82.0,0,2006
27.28,-82.08,0,2006
28.2,-82.45,0,2006
29.43,-81.52,1,2006
28.98,-81.43,0,2006
27.1,-82.45,0,2006
27.35,-80.72,0,2006
26.32,-80.1,0,2006
27.2,-80.25,0,2006
29.9,-82.1,0,2006
28.12,-80.9,0,2006
28.12,-81.08,0,2006
29.92,-82.42,1,2006
27.72,-81.52,0,2006
30.4,-81.45,0,2006
30.4,-87.24,1,2007
29.73,-82.41,1,2007
28.31,-82.51,1,2007
26.24,-81.82,0,2007
30.41,-84.8,1,2007
26.2,-80.22,0,2007
28.88,-82.05,3,2007
28.96,-81.59,3,2007
29.06,-80.99,1,2007
27.73,-81.53,0,2007
29.47,-81.21,0,2007
30.77,-86.94,0,2007
30.53,-83.84,0,2007
30.58,-83.43,1,2007
30.29,-82.82,0,2007
30.53,-81.8,0,2007
26.52,-80.08,0,2007
30.53,-82.25,2,2007
29.72,-81.24,1,2007
28.01,-81.65,0,2007
27.33,-82.42,0,2007
26.11,-80.55,0,2007
29.71,-81.23,0,2007
30.22,-81.67,0,2007
25.68,-80.26,0,2007
25.8,-80.12,0,2007
29.1,-82.01,0,2007
24.7,-81.09,0,2007
24.66,-81.52,0,2007
25.57,-80.35,1,2007
26.72,-81.45,0,2007
30.38,-81.42,0,2007
28.61,-82.04,0,2007
26.58,-81.95,0,2007
25.68,-80.55,0,2007
29.47,-81.13,0,2007
27.27,-80.39,0,2007
29.13,-83.05,0,2007
27.0,-81.91,0,2007
28.63,-81.7,0,2007
28.44,-82.45,0,2007
26.71,-80.25,0,2007
29.14,-81.99,0,2007
27.01,-82.05,0,2007
26.45,-81.95,0,2007
26.55,-81.98,1,2007
28.84,-81.68,1,2007
30.05,-83.25,1,2007
26.0,-81.4,0,2007
30.14,-85.74,0,2008
30.44,-84.03,1,2008
28.33,-81.59,0,2008
28.0,-80.64,0,2008
30.18,-81.67,0,2008
28.35,-80.61,0,2008
25.85,-81.39,0,2008
26.09,-80.19,0,2008
24.7,-81.09,0,2008
30.7,-87.36,1,2008
30.79,-87.24,1,2008
30.61,-84.75,1,2008
29.79,-82.17,0,2008
30.24,-82.2,0,2008
30.45,-84.09,1,2008
29.83,-83.6,2,2008
30.18,-82.83,0,2008
30.19,-82.65,2,2008
30.42,-82.23,0,2008
30.59,-82.01,0,2008
29.85,-83.62,0,2008
30.33,-83.03,0,2008
25.85,-80.12,0,2008
26.46,-80.06,0,2008
26.58,-81.98,0,2008
26.68,-81.86,1,2008
27.44,-81.33,0,2008
28.83,-81.78,0,2008
28.83,-81.78,0,2008
25.84,-80.28,1,2008
24.71,-81.37,0,2008
24.66,-81.47,0,2008
25.98,-80.13,0,2008
26.62,-80.23,2,2008
27.15,-80.22,0,2008
27.39,-80.37,0,2008
27.88,-80.51,0,2008
29.88,-81.43,0,2008
30.26,-81.44,0,2008
29.85,-81.6,0,2008
30.04,-81.71,0,2008
27.94,-81.42,0,2008
29.66,-81.66,0,2008
30.41,-83.93,0,2008
30.88,-85.36,0,2008
25.78,-80.82,0,2008
24.85,-80.73,1,2008
24.62,-81.59,0,2008
24.57,-81.79,0,2008
30.35,-87.15,0,2008
30.43,-86.58,0,2008
30.48,-86.53,0,2008
30.4,-86.87,0,2008
30.35,-87.32,0,2008
30.35,-87.32,0,2008
25.17,-80.38,0,2008
25.46,-80.4,0,2009
24.5534,-81.7491,0,2009
27.54,-81.92,0,2009
25.1438,-80.3995,0,2009
30.72,-86.56,0,2009
30.54,-84.32,0,2009
30.732,-86.338,0,2009
30.651,-85.3916,0,2009
26.835,-80.11,0,2009
26.7274,-80.0672,0,2009
30.2942,-83.3,1,2009
30.3769,-83.1799,1,2009
29.7618,-81.2519,0,2009
28.1724,-82.7099,1,2009
28.2339,-82.2924,0,2009
28.4651,-80.7669,0,2009
28.69,-81.06,0,2009
30.6316,-84.8973,0,2009
28.0689,-81.9069,0,2009
28.0169,-82.36,0,2009
28.6724,-81.3084,0,2009
27.9689,-82.7803,0,2009
26.9725,-81.1295,0,2009
28.7874,-82.2969,0,2009
29.7203,-84.7545,0,2009
27.3394,-82.3286,1,2009
30.21,-81.66,0,2009
28.0616,-82.512,0,2009
30.4374,-84.2142,0,2009
27.6615,-80.5895,0,2009
28.4239,-81.4171,0,2009
29.2883,-81.0376,0,2009
29.1463,-81.0265,0,2009
27.9733,-82.6046,0,2009
27.8908,-82.3306,0,2009
28.1001,-81.7773,0,2009
26.6847,-81.9831,0,2009
30.5363,-82.0404,0,2010
30.56,-81.83,0,2010
29.9914,-82.1998,1,2010
28.2537,-80.7246,0,2010
28.7309,-82.5822,0,2010
28.08,-81.78,0,2010
28.069,-81.559,1,2010
28.119,-80.7135,0,2010
26.1716,-80.1662,0,2010
26.6861,-80.6596,0,2010
25.1416,-80.4019,0,2010
30.5131,-84.6022,0,2010
27.65,-80.5623,0,2010
29.7495,-81.5563,0,2010
28.971,-80.891,0,2010
29.0094,-81.0045,0,2010
25.0898,-80.4307,0,2010
29.0009,-80.8838,0,2010
26.332,-80.1537,0,2010
30.0864,-81.6914,1,2011
26.9813,-81.086,0,2011
27.1045,-80.9425,0,2011
27.0512,-80.482,0,2011
27.5606,-80.3659,0,2011
26.1228,-80.3292,2,2011
27.105,-80.1599,0,2011
27.1087,-80.1502,0,2011
28.49,-80.865,0,2011
28.873,-82.032,0,2011
27.4602,-82.1379,0,2011
27.41,-81.7,0,2011
27.46,-81.89,0,2011
26.7159,-81.5996,0,2011
27.4391,-81.3698,0,2011
26.3459,-80.1321,0,2011
25.7508,-80.2048,0,2011
28.7367,-82.0988,1,2011
28.0953,-82.6325,0,2011
28.14,-82.508,0,2011
28.198,-82.05,0,2011
27.8716,-82.8509,1,2011
27.8983,-82.6935,1,2011
27.8766,-82.5025,1,2011
27.9013,-82.4126,1,2011
27.9858,-82.0226,1,2011
27.9086,-81.9827,0,2011
30.8693,-87.3268,0,2011
30.6218,-87.1148,0,2011
27.3068,-80.4201,0,2011
30.83,-85.18,1,2011
28.2088,-82.1615,0,2011
26.2,-80.25,1,2011
28.87,-81.71,0,2011
28.569,-81.2689,0,2011
30.2959,-87.4295,1,2011
30.7229,-86.558,0,2011
30.4209,-85.6946,0,2011
30.79,-85.03,0,2011
28.6255,-81.6247,0,2012
28.9112,-80.8675,1,2012
28.9386,-80.832,0,2012
30.1158,-83.5814,0,2012
26.998,-82.028,1,2012
29.75,-82.56,0,2012
30.2967,-85.7547,0,2012
30.4738,-84.6159,0,2012
29.7168,-84.7454,0,2012
26.168,-81.8121,0,2012
30.3535,-87.406,0,2012
27.287,-80.3072,0,2012
29.0348,-82.7569,0,2012
27.334,-80.443,0,2012
26.11,-81.747,0,2012
26.274,-81.789,0,2012
27.4,-81.78,0,2012
26.84,-81.52,0,2012
25.762,-81.641,0,2012
26.162,-81.542,0,2012
27.04,-81.36,0,2012
26.634,-80.0645,0,2012
26.37,-81.55,0,2012
26.697,-80.068,0,2012
25.966,-80.118,0,2012
26.92,-81.34,0,2012
27.27,-81.44,1,2012
27.8783,-82.8437,1,2012
28.1506,-82.3747,0,2012
28.2372,-82.715,1,2012
27.96,-81.68,0,2012
27.95,-81.68,2,2012
27.7,-82.74,1,2012
28.4849,-81.6609,0,2012
27.6694,-80.8961,0,2012
28.7,-82.47,1,2012
28.1035,-80.876,0,2012
28.5314,-80.8614,0,2012
27.2714,-81.023,0,2012
27.2902,-80.7899,0,2012
26.8397,-81.1282,0,2012
27.5215,-80.3856,0,2012
30.23,-84.4,1,2012
28.2707,-81.2232,0,2012
27.6256,-80.4956,0,2012
27.9397,-82.434,0,2012
30.8762,-85.1543,0,2012
30.9929,-85.5149,0,2012
27.8309,-82.5168,0,2013
30.0866,-85.1899,1,2013
30.175,-85.1177,0,2013
29.52,-81.31,1,2013
26.513,-80.0771,0,2013
29.6831,-84.8796,0,2013
27.9373,-82.4552,0,2013
29.7484,-84.8935,0,2013
28.3771,-80.7388,0,2013
28.273,-80.7507,0,2013
26.5811,-80.0376,0,2013
24.6352,-81.3474,0,2013
26.3754,-80.0834,0,2013
29.79,-81.43,0,2013
27.8671,-82.6141,0,2013
27.719,-82.7337,0,2013
26.6734,-80.6706,0,2013
26.78,-80.247,1,2013
26.2184,-80.4419,0,2013
27.736,-82.71,0,2013
27.027,-82.414,0,2013
26.752,-81.764,0,2013
27.334,-82.158,0,2013
27.705,-82.345,0,2013
30.39,-81.4,1,2013
30.3774,-82.7819,0,2013
27.4229,-82.4158,0,2013
26.2358,-80.0883,0,2013
29.8,-81.55,0,2013
30.3871,-86.9909,0,2013
26.0874,-80.1748,0,2013
30.42,-83.18,0,2013
28.0209,-82.6655,0,2013
30.4659,-86.4311,0,2013
27.523,-82.595,0,2013
30.3513,-81.5124,1,2013
26.399,-80.0774,0,2013
30.287,-85.1792,0,2014
29.89,-84.91,0,2014
30.01,-84.91,0,2014
30.02,-84.98,0,2014
30.14,-84.91,0,2014
30.78,-85.36,0,2014
30.3,-85.92,0,2014
30.4025,-85.0746,2,2014
30.699,-85.0191,0,2014
30.1447,-82.2818,0,2014
28.3892,-81.1332,0,2014
27.865,-82.85,0,2014
27.982,-82.604,0,2014
26.5793,-80.713,0,2014
30.8785,-85.5282,1,2014
30.8788,-85.3641,1,2014
30.3879,-84.1433,0,2014
30.1615,-82.7894,1,2014
25.7858,-80.3288,0,2014
26.73,-81.16,0,2014
27.8175,-82.2657,0,2014
26.5491,-82.0206,0,2014
27.2367,-80.757,0,2014
28.4592,-80.992,0,2014
28.9807,-80.9281,1,2014
28.6506,-80.8433,0,2014
27.52,-80.3563,0,2014
26.42,-80.27,0,2014
27.5904,-82.6278,0,2015
30.63,-86.35,0,2015
30.8231,-86.2279,0,2015
30.614,-84.6823,0,2015
30.5651,-85.5547,1,2015
30.7626,-87.2375,1,2015
26.989,-82.2878,0,2015
27.0079,-82.2554,0,2015
26.3839,-80.153,1,2015
26.3874,-80.1434,0,2015
30.48,-86.03,0,2015
30.49,-85.95,0,2015
30.98,-85.41,1,2015
30.4981,-84.3136,1,2015
30.1247,-83.1807,1,2015
29.0609,-82.2713,1,2015
26.7453,-80.6987,0,2015
30.291,-81.6565,1,2015
26.1122,-80.1041,0,2015
29.78,-81.43,0,2015
26.9663,-80.0892,0,2015
26.9177,-81.9729,0,2015
28.55,-81.75,0,2015
26.8025,-80.6913,0,2015
26.6475,-80.1788,0,2015
26.7838,-80.146,0,2015
29.6922,-85.2891,0,2015
29.98,-82.16,0,2015
26.069,-80.321,0,2015
26.25,-81.823,0,2015
30.4105,-86.6812,0,2016
26.5503,-81.9126,1,2016
27.253,-82.5396,2,2016
27.538,-82.219,2,2016
27.0873,-80.1497,1,2016
30.8969,-86.1972,0,2016
30.3563,-85.3032,0,2016
26.2349,-80.1809,1,2016
26.4568,-80.1025,0,2016
24.7315,-81.0139,0,2016
26.57,-82.037,2,2016
30.8707,-87.381,3,2016
26.8173,-81.1064,1,2016
26.22,-81.18,0,2016
26.0747,-80.3628,0,2016
26.242,-80.1349,1,2016
26.11,-80.13,0,2016
25.9553,-80.2159,1,2016
30.4907,-87.2052,3,2016
30.5333,-87.1318,1,2016
27.54,-82.2,1,2016
27.65,-82.06,0,2016
27.0071,-82.1425,0,2016
26.9991,-82.0391,1,2016
26.1145,-80.1047,0,2016
28.2994,-82.67,0,2016
27.9977,-82.8285,0,2016
27.9723,-82.7178,0,2016
27.5689,-80.4017,1,2016
27.5578,-80.4076,1,2016
27.4876,-80.3791,0,2016
29.6487,-82.3552,0,2016
27.852,-81.576,0,2016
30.2727,-81.8317,1,2016
27.6,-82.12,0,2016
28.9653,-82.1881,0,2016
28.323,-81.2455,0,2016
26.66,-81.8043,0,2016
30.5912,-81.5723,1,2016
27.863,-80.549,0,2016
29.71,-83.47,0,2016
29.91,-83.56,0,2016
28.4542,-81.6281,0,2016
28.8611,-81.9128,0,2016
29.87,-83.42,0,2016
26.14,-80.46,0,2017
25.7333,-80.3439,0,2017
26.5436,-80.1096,0,2017
26.6451,-80.0716,0,2017
26.42,-81.53,0,2017
29.8217,-84.9188,1,2017
26.7896,-80.3272,1,2017
26.8596,-80.1432,1,2017
25.8162,-80.3258,1,2017
30.2745,-83.0506,0,2017
30.046,-82.0734,1,2017
29.96,-81.53,1,2017
27.0021,-81.969,1,2017
26.9339,-82.367,1,2017
26.1277,-80.2978,0,2017
27.522,-80.5496,0,2017
27.5739,-80.8352,2,2017
26.5,-82.089,0,2017
26.501,-81.998,0,2017
29.6963,-81.2297,0,2017
26.74,-80.61,0,2017
28.2772,-81.4182,0,2017
29.6393,-84.9077,0,2017
30.4122,-86.592,0,2017
26.0319,-80.3133,0,2017
29.7373,-81.312,1,2017
30.4055,-81.4039,0,2017
27.51,-82.66,0,2017
28.3917,-81.3403,0,2017
28.3171,-81.3636,0,2017
24.5688,-81.7339,0,2017
27.715,-80.6857,0,2017
28.3162,-80.7468,0,2017
27.4769,-82.554,0,2017
26.0139,-80.4065,1,2017
27.565,-81.8147,1,2017
28.0701,-80.5584,0,2017
28.0317,-80.5755,1,2017
28.1529,-81.8798,2,2017
28.0943,-80.5665,1,2017
29.9,-81.31,1,2017
28.6864,-80.8366,2,2017
28.6894,-80.8551,1,2017
28.9394,-81.6238,1,2017
29.93,-81.3,1,2017
29.2901,-81.0574,1,2017
28.2302,-80.5997,1,2017
28.2791,-80.6899,1,2017
28.4171,-80.6767,1,2017
29.6455,-81.21,0,2017
29.72,-81.23,2,2017
30.61,-81.57,0,2017
30.69,-81.46,0,2017
25.9878,-80.3756,1,2017
25.9022,-81.3274,1,2017
26.1383,-80.1039,0,2017
25.44,-80.39,0,2017
29.84,-82.05,0,2018
27.31,-82.5767,0,2018
30.3984,-86.9991,0,2018
27.8327,-82.7898,1,2018
28.2065,-82.6534,1,2018
28.4683,-82.566,1,2018
28.333,-82.47,1,2018
28.2087,-82.4553,1,2018
30.6831,-86.5678,0,2018
27.4608,-82.2276,0,2018
27.7532,-81.7702,0,2018
27.8287,-81.6011,0,2018
27.007,-82.1342,0,2018
30.4085,-85.7476,0,2018
30.6087,-83.485,1,2018
28.2555,-82.6883,1,2018
27.703,-82.249,1,2018
28.5429,-81.2304,0,2018
30.7941,-85.8089,1,2018
30.9507,-85.5161,0,2018
26.7893,-80.6356,0,2018
26.1284,-80.1344,0,2018
26.08,-80.16,0,2018
30.0087,-85.5206,0,2018
27.7567,-82.6931,0,2018
24.9879,-80.5511,1,2018
25.0021,-80.5197,0,2018
30.7319,-87.3892,0,2018
30.3963,-86.623,1,2018
27.7005,-82.459,0,2018
26.298,-80.267,0,2018
26.7823,-80.2867,0,2018
28.3519,-80.6613,0,2018
27.1675,-80.5853,0,2018
27.1393,-80.1901,0,2018
25.4915,-80.4501,0,2018
27.1902,-81.7471,0,2018
26.8496,-80.6396,0,2018
28.0124,-82.3923,0,2018
28.8989,-80.861,0,2018
25.99,-80.54,0,2018
25.7608,-80.3623,0,2018
30.05,-81.37,0,2018
29.5,-81.14,0,2018
28.8173,-81.7224,0,2018
26.8911,-80.0563,0,2018
27.8397,-82.7913,0,2019
27.982,-82.0475,2,2019
26.6796,-82.0255,1,2019
27.65,-80.57,0,2019
27.214,-80.1729,0,2019
29.5329,-82.3071,0,2019
29.7839,-81.4265,0,2019
29.3991,-81.4269,1,2019
30.0716,-85.6074,1,2019
28.8225,-81.3219,0,2019
26.548,-80.7152,0,2019
25.8913,-80.3236,0,2019
30.6553,-86.3155,0,2019
30.6928,-85.4779,1,2019
30.5648,-84.5978,1,2019
30.2218,-84.6646,0,2019
30.4934,-84.1262,3,2019
30.23,-84.17,0,2019
30.1053,-84.7368,0,2019
26.6681,-81.8214,0,2019
26.7476,-80.352,0,2019
29.1906,-82.2913,1,2019
27.7937,-82.7933,0,2019
26.6892,-80.1264,0,2019
24.6483,-81.4806,0,2019
27.43,-82.3,0,2020
30.5923,-83.5222,1,2020
28.1,-82.69,0,2020
27.8637,-82.7524,2,2020
28.061,-82.1662,1,2020
29.8855,-82.1426,1,2020
30.1706,-81.6453,1,2020
30.2142,-81.5427,1,2020
25.464,-81.123,0,2020
28.7399,-81.9234,0,2020
29.0023,-81.3514,1,2020
27.8645,-82.7898,0,2020
30.462,-86.1945,0,2020
30.3154,-83.8415,1,2020
30.4215,-83.6361,1,2020
30.461,-83.4112,0,2020
30.1767,-83.0498,0,2020
30.1407,-81.3564,0,2020
30.31,-83.01,0,2020
30.4415,-81.6724,0,2020
26.5576,-80.0616,0,2020
30.6079,-87.187,0,2020
29.0165,-82.1517,1,2020
28.79,-82.69,0,2020
28.7186,-81.2418,0,2020
30.4442,-86.6463,1,2020
30.71,-86.12,1,2020
30.72,-85.59,2,2020
30.18,-85.81,0,2020
30.29,-85.65,0,2020
30.52,-84.35,1,2020
30.25,-84.26,1,2020
29.83,-83.6,1,2020
29.84,-82.87,0,2020
30.6577,-84.622,1,2020
26.6774,-80.6739,0,2020
25.5742,-80.4518,1,2020
27.24,-82.44,0,2020
27.1077,-82.4161,0,2020
28.57,-82.01,0,2020
27.9783,-82.77,0,2020
28.5001,-81.4361,0,2020
28.93,-82.08,0,2020
28.4634,-81.4074,0,2020
28.4701,-81.3559,1,2020
28.8387,-81.2614,0,2020
30.087,-82.6754,0,2020
28.8984,-81.8119,0,2020
29.9394,-82.3885,0,2020
28.7914,-81.704,0,2020
26.71,-80.15,0,2020
27.45,-82.69,0,2020
28.3646,-80.6749,0,2020
28.9492,-81.266,0,2020
29.0349,-81.341,2,2020
25.967,-80.1187,0,2020
27.45,-82.69,0,2020
30.5095,-85.0401,0,2020
27.39,-82.22,0,2021
26.5125,-81.8421,1,2021
30.4952,-86.1819,0,2021
29.9412,-82.1101,1,2021
30.4182,-84.5522,1,2021
30.4074,-84.4323,1,2021
27.8165,-82.8038,0,2021
29.8599,-81.4972,0,2021
30.2211,-85.8898,0,2021
30.5994,-85.4557,0,2021
30.207,-82.738,0,2021
27.7359,-80.532,0,2021
30.47,-85.81,0,2021
30.3373,-85.8082,0,2021
30.2631,-85.5294,1,2021
30.36,-84.9,0,2021
29.7254,-82.675,0,2021
30.7845,-86.364,1,2021
30.2347,-85.9177,2,2021
30.166,-85.7952,0,2021
30.2353,-85.6503,1,2021
30.373,-84.529,0,2021
27.4364,-82.6084,1,2021
27.999,-81.7849,0,2021
29.1861,-82.1836,0,2021
29.4247,-81.1268,0,2021
28.479,-80.729,0,2021
30.0568,-82.7061,0,2021
30.2271,-81.6066,1,2021
28.21,-82.62,0,2021
29.0782,-80.9548,0,2021
29.43,-82.12,0,2021
30.1599,-84.4497,0,2021
27.57,-80.37,0,2022
30.7768,-85.7261,0,2022
30.393,-86.5927,0,2022
30.07,-84.92,0,2022
29.9233,-84.7343,0,2022
30.053,-84.548,1,2022
30.678,-86.029,0,2022
30.274,-84.348,0,2022
28.431,-82.4729,1,2022
27.7744,-82.7345,1,2022
27.07,-82.22,0,2022
29.7986,-84.6027,1,2022
26.8299,-82.2635,1,2022
26.9185,-82.2206,1,2022
26.4817,-81.986,2,2022
26.62,-82.0,0,2022
26.02,-81.767,0,2022
25.86,-81.41,0,2022
30.7388,-86.1598,0,2022
27.2221,-80.2367,0,2022
29.0497,-82.461,1,2022
28.4946,-82.6674,1,2022
29.3624,-81.5563,1,2022
27.46,-81.26,1,2022
26.4508,-81.952,0,2022
27.3298,-82.5419,1,2022
30.6823,-86.7515,1,2022
30.6645,-86.0182,1,2022
30.1705,-85.7128,2,2022
30.5751,-87.261,0,2022
30.6415,-87.1849,1,2022
30.52,-87.1429,1,2022
30.6376,-85.5108,3,2022
30.8145,-85.5588,0,2022
30.817,-85.5013,1,2022
30.87,-85.18,0,2022
30.1514,-85.5656,1,2022
26.5285,-81.894,0,2022
27.55,-81.6998,0,2022
26.8307,-80.1042,0,2022
30.7515,-81.9637,1,2022
30.46,-81.65,0,2022
30.5114,-87.2238,1,2022
28.2098,-82.6904,0,2022
27.9847,-82.5584,0,2022
27.39,-82.47,0,2022
30.1135,-84.1584,0,2022
30.1114,-83.5833,0,2022
25.0534,-80.4794,0,2022
26.89,-82.29,0,2022
27.51,-80.38,0,2022
27.5,-80.5,0,2022
27.3075,-80.3013,0,2022
28.9976,-81.9427,0,2022
26.9,-82.01,0,2022
25.8,-80.72,0,2022
25.75,-80.99,0,2022
25.7711,-80.3354,0,2022
25.8075,-80.3511,0,2022
25.9952,-80.2386,1,2022
26.0047,-80.192,0,2022
26.3705,-80.1054,2,2022
26.6449,-80.2878,1,2022
26.7338,-80.3355,1,2022
26.26,-80.61,0,2022
26.1123,-80.3297,0,2022
26.827,-81.0781,0,2022
26.5282,-80.068,0,2022
28.083,-80.8669,0,2022
27.2661,-82.3829,0,2023
28.0319,-82.6725,0,2023
28.003,-82.8285,2,2023
28.8464,-82.6108,2,2023
28.1865,-82.6175,0,2023
29.4674,-81.3391,0,2023
29.5678,-81.2512,2,2023
27.9163,-82.8303,0,2023
24.6918,-81.3726,0,2023
30.8054,-85.8331,1,2023
30.4116,-86.3182,2,2023
30.2939,-84.2843,1,2023
30.35,-86.15,0,2023
30.3557,-86.0433,0,2023
30.43,-86.05,0,2023
30.2885,-85.0355,0,2023
30.3172,-84.3812,1,2023
30.6566,-86.0573,1,2023
30.34,-86.14,0,2023
30.36,-85.83,0,2023
26.0341,-80.1856,0,2023
26.0551,-80.1323,0,2023
27.8749,-80.504,0,2023
26.3239,-80.0743,0,2023
26.0215,-80.1144,0,2023
30.31,-85.13,0,2023
30.3832,-84.8169,2,2023
30.2485,-85.6647,1,2023
30.21,-85.22,0,2023
