lat,lon,eal_score,risk_score,hurricane_score,coastal_flood_score,inland_flood_score,tornado_score,wildfire_score,wind_score,surge
27.3401,-82.2209,95.848,96.956,98.982,93.184,90.732,92.285,90.75,76.63,13.279
27.3401,-82.2009,95.314,96.542,98.838,91.563,89.604,91.065,90.618,76.704,13.258
27.3401,-82.1809,94.533,95.934,98.625,89.231,87.948,89.361,90.409,76.778,13.236
27.3401,-82.1609,93.431,95.074,98.326,85.988,85.608,87.056,90.097,76.857,13.214
27.3401,-82.1409,91.945,93.913,97.922,81.66,82.45,84.065,89.659,76.951,13.191
27.3401,-82.1209,90.045,92.427,97.404,76.173,78.412,80.381,89.079,77.074,13.166
27.3401,-82.1009,87.76,90.637,96.781,69.62,73.558,76.107,88.362,77.24,13.14
27.3401,-82.0809,85.192,88.622,96.08,62.299,68.105,71.473,87.535,77.457,13.111
27.3401,-82.0609,82.503,86.507,95.343,54.672,62.397,66.792,86.649,77.726,13.079
27.3401,-82.0409,79.877,84.435,94.623,47.261,56.825,62.383,85.766,78.036,13.044
27.3401,-82.0209,77.476,82.533,93.961,40.511,51.727,58.494,84.942,78.371,13.004
27.3401,-82.0009,75.405,80.883,93.387,34.71,47.326,55.256,84.219,78.713,12.959
27.3401,-81.9809,73.707,79.517,92.912,29.958,43.708,52.688,83.618,79.051,12.908
27.3401,-81.9609,72.373,78.426,92.533,26.213,40.851,50.731,83.14,79.382,12.85
27.3401,-81.9409,71.361,77.576,92.238,23.343,38.664,49.284,82.775,79.709,12.784
27.3401,-81.921,70.615,76.922,92.011,21.175,37.028,48.239,82.509,80.042,12.708
27.3401,-81.901,70.078,76.417,91.835,19.541,35.823,47.496,82.322,80.394,12.619
27.3401,-81.881,69.7,76.02,91.697,18.293,34.943,46.974,82.199,80.774,12.517
27.3401,-81.861,69.44,75.701,91.585,17.314,34.301,46.611,82.125,81.184,12.398
27.3401,-81.841,69.266,75.441,91.493,16.529,33.837,46.362,82.087,81.616,12.259
27.3401,-81.821,69.155,75.23,91.417,15.895,33.513,46.2,82.076,82.044,12.099
27.3401,-81.801,69.094,75.071,91.358,15.398,33.308,46.109,82.084,82.435,11.913
27.3401,-81.781,69.075,74.971,91.317,15.037,33.22,46.084,82.106,82.755,11.7
27.3401,-81.761,69.096,74.937,91.297,14.812,33.255,46.129,82.141,82.985,11.457
27.3401,-81.741,69.16,74.977,91.298,14.708,33.428,46.255,82.192,83.127,11.182
27.3401,-81.721,69.277,75.099,91.32,14.692,33.77,46.488,82.268,83.21,10.874
27.3401,-81.701,69.466,75.317,91.362,14.718,34.329,46.865,82.384,83.281,10.534
27.3401,-81.681,69.757,75.656,91.426,14.718,35.186,47.454,82.562,83.407,10.162
27.3401,-81.661,70.195,76.158,91.514,14.605,36.458,48.35,82.832,83.675,9.762
27.3401,-81.641,70.842,76.887,91.633,14.262,38.306,49.689,83.235,84.197,9.336
27.3401,-81.621,71.77,77.918,91.788,13.547,40.903,51.624,83.815,85.105,8.891
27.3401,-81.601,73.037,79.308,91.984,12.325,44.365,54.273,84.602,86.516,8.433
27.3401,-81.581,74.633,81.044,92.217,10.546,48.608,57.608,85.579,88.462,7.969
27.3401,-81.561,76.43,82.985,92.47,8.337,53.241,61.348,86.656,90.799,7.507
27.3401,-81.541,78.2,84.88,92.712,6.016,57.634,64.999,87.685,93.209,7.054
27.3401,-81.521,79.71,86.485,92.917,3.947,61.222,68.077,88.531,95.341,6.617
27.3401,-81.501,80.843,87.675,93.07,2.359,63.764,70.342,89.133,96.98,6.203
27.3401,-81.481,81.605,88.465,93.175,1.287,65.358,71.83,89.512,98.101,5.815
27.3401,-81.461,82.075,88.944,93.242,0.637,66.256,72.718,89.727,98.797,5.458
27.3401,-81.441,82.343,89.212,93.282,0.281,66.717,73.207,89.837,99.193,5.132
27.3401,-81.421,82.484,89.349,93.304,0.106,66.929,73.453,89.888,99.398,4.84
27.3401,-81.401,82.549,89.412,93.314,0.031,67.015,73.563,89.909,99.492,4.58
27.3401,-81.381,82.574,89.434,93.319,0.006,67.042,73.602,89.916,99.526,4.352
27.3401,-81.361,82.58,89.44,93.32,0.0,67.048,73.612,89.917,99.534,4.154
27.3401,-81.341,82.58,89.44,93.32,0.0,67.048,73.612,89.917,99.535,3.983
27.3401,-81.3211,82.58,89.44,93.32,0.0,67.048,73.612,89.917,99.534,3.838
27.3401,-81.3011,82.574,89.435,93.319,0.004,67.045,73.603,89.916,99.527,3.716
27.3401,-81.2811,82.546,89.411,93.313,0.019,67.031,73.56,89.912,99.492,3.613
27.3401,-81.2611,82.462,89.342,93.294,0.059,66.996,73.429,89.9,99.387,3.528
27.3401,-81.2411,82.27,89.186,93.252,0.143,66.93,73.116,89.872,99.147,3.457
27.3401,-81.2211,81.895,88.886,93.166,0.29,66.83,72.469,89.819,98.671,3.398
27.3401,-81.2011,81.238,88.371,93.013,0.52,66.714,71.259,89.724,97.823,3.347
27.3401,-81.1811,80.197,87.569,92.763,0.839,66.629,69.185,89.567,96.445,3.302
27.3401,-81.1611,78.706,86.449,92.396,1.221,66.666,65.947,89.332,94.413,3.261
27.3401,-81.1411,76.812,85.066,91.914,1.588,66.933,61.442,89.014,91.75,3.222
27.3401,-81.1211,74.744,83.607,91.368,1.824,67.489,56.025,88.644,88.745,3.185
27.3401,-81.1011,72.847,82.325,90.847,1.839,68.264,50.537,88.278,85.9,3.15
27.3401,-81.0811,71.395,81.397,90.429,1.634,69.081,45.875,87.975,83.656,3.117
27.3401,-81.0611,70.449,80.833,90.14,1.299,69.774,42.487,87.76,82.158,3.088
27.3401,-81.0411,69.902,80.538,89.961,0.938,70.269,40.309,87.624,81.284,3.062
27.3401,-81.0211,69.609,80.398,89.858,0.622,70.577,39.03,87.547,80.825,3.042
27.3401,-81.0011,69.459,80.336,89.801,0.38,70.747,38.326,87.506,80.603,3.026
27.3401,-80.9811,69.382,80.307,89.77,0.214,70.831,37.961,87.485,80.503,3.015
27.3401,-80.9611,69.343,80.294,89.754,0.112,70.867,37.784,87.475,80.461,3.008
27.3401,-80.9411,69.325,80.287,89.746,0.056,70.88,37.704,87.471,80.444,3.004
27.3401,-80.9211,69.317,80.284,89.742,0.031,70.884,37.673,87.469,80.439,3.002
27.3401,-80.9011,69.315,80.284,89.742,0.025,70.885,37.665,87.469,80.437,3.002
27.3401,-80.8811,69.319,80.286,89.743,0.036,70.887,37.673,87.469,80.438,3.003
27.3401,-80.8611,69.334,80.294,89.749,0.081,70.892,37.704,87.47,80.442,3.006
27.3401,-80.8411,69.375,80.316,89.764,0.205,70.909,37.788,87.472,80.453,3.017
27.3401,-80.8211,69.476,80.373,89.802,0.501,70.955,37.981,87.476,80.479,3.041
27.3401,-80.8011,69.697,80.499,89.884,1.139,71.063,38.384,87.483,80.533,3.094
27.3401,-80.7811,70.137,80.754,90.046,2.394,71.293,39.159,87.492,80.64,3.199
27.3401,-80.7611,70.944,81.227,90.342,4.672,71.734,40.544,87.504,80.837,3.392
27.3401,-80.7411,72.308,82.034,90.84,8.487,72.51,42.847,87.513,81.176,3.718
27.3401,-80.7212,74.414,83.289,91.606,14.318,73.748,46.363,87.514,81.713,4.221
27.3401,-80.7012,77.329,85.035,92.662,22.311,75.515,51.206,87.496,82.483,4.916
27.3401,-80.6812,80.876,87.169,93.943,31.934,77.732,57.096,87.447,83.459,5.757
27.3401,-80.6612,84.614,89.427,95.286,41.945,80.148,63.327,87.366,84.544,6.631
27.3401,-80.6412,88.018,91.488,96.503,50.913,82.433,69.052,87.258,85.596,7.413
27.3401,-80.6212,90.728,93.134,97.466,57.9,84.34,73.676,87.138,86.501,8.02
27.3401,-80.6012,92.656,94.309,98.144,62.724,85.777,77.036,87.02,87.21,8.438
27.3401,-80.5812,93.909,95.074,98.58,65.732,86.78,79.286,86.916,87.725,8.7
27.3401,-80.5612,94.667,95.537,98.839,67.447,87.44,80.696,86.832,88.078,8.85
27.3401,-80.5412,95.096,95.8,98.982,68.343,87.852,81.532,86.768,88.307,8.931
27.3401,-80.5212,95.324,95.94,99.056,68.77,88.095,81.998,86.725,88.447,8.971
27.3401,-80.5012,95.436,96.008,99.091,68.952,88.228,82.238,86.698,88.525,8.989
27.3401,-80.4812,95.485,96.038,99.106,69.019,88.293,82.35,86.684,88.563,8.996
27.3401,-80.4612,95.504,96.05,99.112,69.04,88.32,82.394,86.677,88.58,8.999
27.3401,-80.4412,95.509,96.053,99.114,69.045,88.328,82.408,86.675,88.585,9.0
27.3401,-80.4212,95.51,96.054,99.114,69.046,88.329,82.409,86.675,88.585,9.0
27.3401,-80.4012,95.507,96.052,99.113,69.046,88.322,82.4,86.677,88.581,8.999
27.3401,-80.3812,95.496,96.045,99.11,69.045,88.302,82.371,86.683,88.569,8.999
27.3401,-80.3612,95.473,96.031,99.105,69.047,88.256,82.306,86.696,88.541,8.997
27.3401,-80.3412,95.43,96.005,99.094,69.051,88.172,82.189,86.722,88.489,8.994
27.3401,-80.3212,95.364,95.965,99.078,69.062,88.04,82.006,86.763,88.407,8.989
27.3401,-80.3012,95.272,95.909,99.056,69.079,87.857,81.753,86.82,88.294,8.983
27.3401,-80.2812,95.156,95.838,99.028,69.101,87.628,81.436,86.894,88.151,8.975
27.3401,-80.2612,95.021,95.755,98.994,69.124,87.364,81.07,86.982,87.985,8.966
27.3401,-80.2412,94.871,95.663,98.957,69.145,87.079,80.672,87.081,87.805,8.956
27.3601,-82.6208,96.372,97.354,99.082,93.885,92.154,92.821,90.774,76.991,13.224
27.3601,-82.6008,96.442,97.414,99.111,94.179,92.249,92.993,90.859,77.054,13.209
27.3601,-82.5808,96.505,97.467,99.137,94.469,92.336,93.182,90.92,77.072,13.205
27.3601,-82.5608,96.562,97.513,99.159,94.753,92.412,93.39,90.959,77.041,13.21
27.3601,-82.5408,96.611,97.551,99.177,95.031,92.476,93.618,90.976,76.959,13.227
27.3601,-82.5209,96.652,97.581,99.191,95.304,92.524,93.869,90.973,76.826,13.255
27.3601,-82.5009,96.685,97.603,99.202,95.575,92.554,94.145,90.95,76.639,13.295
27.3601,-82.4809,96.708,97.617,99.209,95.842,92.566,94.446,90.908,76.401,13.347
27.3601,-82.4609,96.724,97.623,99.213,96.107,92.561,94.768,90.851,76.117,13.409
27.3601,-82.4409,96.732,97.621,99.214,96.361,92.539,95.1,90.783,75.801,13.478
27.3601,-82.4209,96.734,97.615,99.213,96.596,92.507,95.422,90.711,75.479,13.548
27.3601,-82.4009,96.732,97.605,99.211,96.795,92.469,95.707,90.643,75.183,13.613
27.3601,-82.3809,96.726,97.595,99.208,96.942,92.432,95.927,90.588,74.946,13.666
27.3601,-82.3609,96.717,97.584,99.204,97.022,92.397,96.059,90.55,74.791,13.7
27.3601,-82.3409,96.704,97.572,99.2,97.025,92.363,96.091,90.532,74.728,13.714
27.3601,-82.3209,96.682,97.555,99.194,96.941,92.319,96.018,90.533,74.753,13.709
27.3601,-82.3009,96.644,97.527,99.184,96.755,92.247,95.835,90.546,74.854,13.687
27.3601,-82.2809,96.575,97.477,99.166,96.438,92.118,95.529,90.565,75.014,13.653
27.3601,-82.2609,96.456,97.388,99.134,95.941,91.886,95.077,90.58,75.215,13.61
27.3601,-82.2409,96.257,97.235,99.08,95.188,91.485,94.436,90.577,75.44,13.563
27.3601,-82.2209,95.934,96.985,98.992,94.063,90.821,93.537,90.54,75.68,13.515
27.3601,-82.2009,95.432,96.59,98.854,92.408,89.773,92.282,90.45,75.928,13.467
27.3601,-82.1809,94.679,95.995,98.645,90.021,88.188,90.553,90.282,76.191,13.421
27.3601,-82.1609,93.597,95.134,98.344,86.679,85.898,88.222,90.008,76.479,13.378
27.3601,-82.1409,92.115,93.949,97.929,82.183,82.75,85.189,89.604,76.813,13.335
27.3601,-82.1209,90.197,92.406,97.39,76.43,78.662,81.425,89.053,77.213,13.294
27.3601,-82.1009,87.868,90.52,96.732,69.498,73.685,77.021,88.357,77.702,13.253
27.3601,-82.0809,85.232,88.37,95.982,61.691,68.039,72.204,87.547,78.29,13.211
27.3601,-82.0609,82.463,86.088,95.186,53.505,62.088,67.305,86.676,78.977,13.168
27.3601,-82.0409,79.759,83.83,94.398,45.509,56.256,62.668,85.81,79.749,13.122
27.3601,-82.0209,77.295,81.733,93.667,38.186,50.911,58.565,85.011,80.586,13.072
27.3601,-82.0009,75.183,79.885,93.023,31.837,46.288,55.144,84.322,81.47,13.019
27.3601,-81.9809,73.462,78.319,92.477,26.558,42.473,52.425,83.762,82.392,12.959
27.3601,-81.9609,72.119,77.022,92.025,22.288,39.434,50.345,83.333,83.351,12.894
27.3601,-81.9409,71.103,75.956,91.653,18.874,37.068,48.794,83.022,84.352,12.82
27.3601,-81.921,70.356,75.076,91.344,16.139,35.251,47.658,82.811,85.397,12.736
27.3601,-81.901,69.818,74.338,91.086,13.921,33.86,46.833,82.681,86.48,12.64
27.3601,-81.881,69.438,73.713,90.866,12.099,32.796,46.237,82.612,87.573,12.531
27.3601,-81.861,69.175,73.189,90.68,10.603,31.988,45.809,82.585,88.627,12.406
27.3601,-81.841,68.998,72.764,90.529,9.408,31.392,45.51,82.585,89.569,12.262
27.3601,-81.821,68.887,72.451,90.417,8.523,30.983,45.316,82.598,90.318,12.097
27.3601,-81.801,68.828,72.26,90.347,7.963,30.752,45.213,82.613,90.807,11.908
27.3601,-81.781,68.813,72.199,90.322,7.731,30.695,45.195,82.625,90.998,11.693
27.3601,-81.761,68.84,72.27,90.341,7.806,30.812,45.263,82.635,90.894,11.45
27.3601,-81.741,68.912,72.466,90.4,8.141,31.109,45.426,82.649,90.539,11.177
27.3601,-81.721,69.039,72.782,90.494,8.667,31.603,45.704,82.679,90.006,10.874
27.3601,-81.701,69.239,73.216,90.617,9.3,32.332,46.132,82.743,89.384,10.54
27.3601,-81.681,69.541,73.783,90.767,9.945,33.367,46.773,82.865,88.777,10.177
27.3601,-81.661,69.993,74.519,90.944,10.493,34.822,47.725,83.078,88.297,9.787
27.3601,-81.641,70.656,75.484,91.151,10.818,36.856,49.121,83.425,88.068,9.374
27.3601,-81.621,71.605,76.753,91.396,10.77,39.65,51.119,83.952,88.231,8.944
27.3601,-81.601,72.9,78.384,91.682,10.203,43.322,53.843,84.691,88.919,8.501
27.3601,-81.581,74.531,80.356,92.0,9.037,47.791,57.265,85.628,90.19,8.052
27.3601,-81.561,76.367,82.515,92.328,7.36,52.651,61.1,86.677,91.944,7.605
27.3601,-81.541,78.171,84.591,92.63,5.449,57.25,64.84,87.691,93.901,7.166
27.3601,-81.521,79.705,86.326,92.875,3.657,60.996,67.987,88.529,95.721,6.742
27.3601,-81.501,80.849,87.596,93.052,2.232,63.643,70.296,89.129,97.168,6.338
27.3601,-81.481,81.612,88.429,93.169,1.243,65.297,71.806,89.508,98.183,5.958
27.3601,-81.461,82.079,88.927,93.24,0.63,66.226,72.704,89.723,98.825,5.606
27.3601,-81.441,82.343,89.203,93.281,0.287,66.701,73.196,89.834,99.198,5.284
27.3601,-81.421,82.481,89.343,93.303,0.113,66.921,73.444,89.886,99.395,4.992
27.3601,-81.401,82.546,89.408,93.314,0.036,67.01,73.556,89.908,99.487,4.731
27.3601,-81.381,82.572,89.432,93.318,0.009,67.04,73.598,89.915,99.523,4.5
27.3601,-81.361,82.579,89.439,93.32,0.001,67.047,73.61,89.917,99.533,4.297
27.3601,-81.341,82.58,89.44,93.32,0.0,67.048,73.612,89.917,99.534,4.12
27.3601,-81.3211,82.579,89.439,93.32,0.001,67.047,73.61,89.917,99.533,3.967
27.3601,-81.3011,82.572,89.433,93.318,0.006,67.044,73.599,89.916,99.524,3.836
27.3601,-81.2811,82.544,89.409,93.312,0.023,67.031,73.554,89.912,99.486,3.723
27.3601,-81.2611,82.465,89.343,93.295,0.066,67.004,73.425,89.9,99.383,3.627
27.3601,-81.2411,82.29,89.2,93.256,0.153,66.958,73.122,89.875,99.152,3.544
27.3601,-81.2211,81.948,88.925,93.177,0.303,66.898,72.496,89.825,98.694,3.471
27.3601,-81.2011,81.344,88.449,93.034,0.537,66.846,71.314,89.736,97.875,3.407
27.3601,-81.1811,80.368,87.699,92.797,0.859,66.852,69.258,89.587,96.526,3.349
27.3601,-81.1611,78.937,86.628,92.439,1.239,67.0,65.997,89.357,94.507,3.295
27.3601,-81.1411,77.074,85.275,91.959,1.596,67.371,61.407,89.04,91.827,3.245
27.3601,-81.1211,74.994,83.816,91.407,1.807,67.988,55.864,88.663,88.781,3.198
27.3601,-81.1011,73.052,82.507,90.873,1.786,68.753,50.272,88.289,85.894,3.156
27.3601,-81.0811,71.541,81.536,90.442,1.549,69.494,45.572,87.978,83.628,3.118
27.3601,-81.0611,70.537,80.927,90.143,1.196,70.078,42.206,87.758,82.124,3.085
27.3601,-81.0411,69.945,80.594,89.958,0.832,70.468,40.079,87.62,81.254,3.058
27.3601,-81.0211,69.622,80.426,89.851,0.525,70.694,38.854,87.542,80.801,3.036
27.3601,-81.0011,69.455,80.346,89.793,0.298,70.81,38.199,87.501,80.584,3.021
27.3601,-80.9811,69.371,80.308,89.763,0.149,70.861,37.873,87.481,80.49,3.011
27.3601,-80.9611,69.332,80.291,89.748,0.063,70.879,37.726,87.473,80.452,3.005
27.3601,-80.9411,69.315,80.284,89.742,0.022,70.884,37.668,87.469,80.439,3.002
27.3601,-80.9211,69.309,80.281,89.739,0.007,70.885,37.65,87.469,80.435,3.001
27.3601,-80.9011,69.308,80.28,89.739,0.003,70.885,37.646,87.468,80.435,3.0
27.3601,-80.8811,69.309,80.281,89.739,0.007,70.886,37.649,87.468,80.435,3.001
27.3601,-80.8611,69.318,80.286,89.742,0.03,70.888,37.667,87.469,80.438,3.002
27.3601,-80.8411,69.347,80.302,89.753,0.114,70.901,37.725,87.471,80.446,3.009
27.3601,-80.8211,69.429,80.348,89.784,0.348,70.938,37.88,87.474,80.467,3.028
27.3601,-80.8011,69.624,80.459,89.855,0.898,71.035,38.232,87.48,80.516,3.074
27.3601,-80.7811,70.031,80.696,90.005,2.044,71.25,38.944,87.489,80.617,3.17
27.3601,-80.7611,70.805,81.151,90.287,4.204,71.677,40.262,87.5,80.806,3.353
27.3601,-80.7411,72.143,81.944,90.774,7.916,72.441,42.507,87.509,81.138,3.67
27.3601,-80.7212,74.245,83.196,91.537,13.702,73.681,45.998,87.507,81.672,4.17
27.3601,-80.7012,77.191,84.961,92.603,21.749,75.47,50.874,87.485,82.445,4.87
27.3601,-80.6812,80.805,87.135,93.906,31.529,77.735,56.864,87.431,83.436,5.724
27.3601,-80.6612,84.628,89.442,95.28,41.753,80.211,63.24,87.342,84.545,6.619
27.3601,-80.6412,88.105,91.547,96.523,50.914,82.552,69.107,87.227,85.624,7.418
27.3601,-80.6212,90.858,93.217,97.502,58.023,84.494,73.834,87.102,86.552,8.035
27.3601,-80.6012,92.796,94.396,98.185,62.89,85.942,77.245,86.983,87.274,8.457
27.3601,-80.5812,94.036,95.152,98.617,65.886,86.934,79.498,86.881,87.793,8.717
27.3601,-80.5612,94.768,95.599,98.868,67.565,87.569,80.883,86.801,88.14,8.864
27.3601,-80.5412,95.169,95.845,99.003,68.422,87.95,81.677,86.745,88.358,8.941
27.3601,-80.5212,95.371,95.969,99.07,68.817,88.163,82.099,86.708,88.483,8.977
27.3601,-80.5012,95.464,96.025,99.099,68.977,88.27,82.302,86.688,88.548,8.993
27.3601,-80.4812,95.5,96.048,99.111,69.031,88.316,82.385,86.678,88.577,8.998
27.3601,-80.4612,95.511,96.054,99.114,69.045,88.332,82.412,86.674,88.587,9.0
27.3601,-80.4412,95.513,96.056,99.115,69.047,88.335,82.418,86.673,88.589,9.0
27.3601,-80.4212,95.513,96.056,99.115,69.047,88.335,82.418,86.673,88.589,9.0
27.3601,-80.4012,95.512,96.055,99.114,69.047,88.333,82.414,86.674,88.587,9.0
27.3601,-80.3812,95.506,96.051,99.113,69.045,88.322,82.398,86.677,88.581,8.999
27.3601,-80.3612,95.49,96.042,99.109,69.041,88.292,82.354,86.685,88.562,8.998
27.3601,-80.3412,95.458,96.022,99.1,69.037,88.231,82.266,86.703,88.523,8.995
27.3601,-80.3212,95.404,95.989,99.087,69.033,88.13,82.118,86.735,88.459,8.991
27.3601,-80.3012,95.326,95.941,99.067,69.03,87.981,81.905,86.781,88.365,8.985
27.3601,-80.2812,95.224,95.879,99.041,69.029,87.787,81.627,86.843,88.242,8.977
27.3601,-80.2612,95.1,95.803,99.01,69.028,87.554,81.294,86.92,88.093,8.968
27.3801,-82.6208,96.361,97.326,99.067,94.132,92.099,93.315,90.597,76.444,13.359
27.3801,-82.6008,96.426,97.381,99.096,94.46,92.175,93.532,90.682,76.462,13.354
27.3801,-82.5808,96.485,97.43,99.121,94.793,92.243,93.778,90.739,76.42,13.361
27.3801,-82.5608,96.538,97.472,99.143,95.127,92.301,94.052,90.769,76.318,13.381
27.3801,-82.5408,96.585,97.506,99.16,95.463,92.346,94.356,90.773,76.155,13.414
27.3801,-82.5209,96.623,97.533,99.174,95.798,92.378,94.689,90.753,75.933,13.46
27.3801,-82.5009,96.654,97.552,99.185,96.129,92.393,95.046,90.711,75.658,13.518
27.3801,-82.4809,96.677,97.563,99.191,96.453,92.394,95.42,90.653,75.34,13.586
27.3801,-82.4609,96.692,97.567,99.195,96.758,92.382,95.794,90.585,75.0,13.659
27.3801,-82.4409,96.702,97.567,99.197,97.033,92.362,96.147,90.513,74.665,13.731
27.3801,-82.4209,96.707,97.564,99.197,97.264,92.338,96.452,90.447,74.365,13.796
27.3801,-82.4009,96.709,97.56,99.196,97.439,92.316,96.69,90.394,74.128,13.848
27.3801,-82.3809,96.709,97.555,99.195,97.553,92.298,96.849,90.357,73.965,13.883
27.3801,-82.3609,96.707,97.552,99.194,97.607,92.284,96.93,90.336,73.877,13.902
27.3801,-82.3409,96.701,97.547,99.193,97.604,92.27,96.937,90.33,73.858,13.907
27.3801,-82.3209,96.689,97.538,99.189,97.536,92.248,96.869,90.337,73.901,13.898
27.3801,-82.3009,96.664,97.52,99.183,97.386,92.205,96.714,90.355,74.006,13.876
27.3801,-82.2809,96.613,97.483,99.17,97.118,92.114,96.451,90.379,74.171,13.842
27.3801,-82.2609,96.517,97.412,99.144,96.677,91.933,96.045,90.403,74.39,13.798
27.3801,-82.2409,96.346,97.28,99.097,95.977,91.596,95.447,90.415,74.655,13.746
27.3801,-82.2209,96.056,97.052,99.016,94.898,91.007,94.587,90.399,74.96,13.69
27.3801,-82.2009,95.587,96.678,98.884,93.268,90.036,93.365,90.335,75.303,13.632
27.3801,-82.1809,94.864,96.097,98.679,90.873,88.522,91.658,90.195,75.69,13.574
27.3801,-82.1609,93.803,95.236,98.377,87.466,86.278,89.33,89.952,76.138,13.518
27.3801,-82.1409,92.325,94.026,97.952,82.819,83.133,86.267,89.575,76.672,13.464
27.3801,-82.1209,90.384,92.423,97.391,76.8,78.981,82.422,89.046,77.323,13.411
27.3801,-82.1009,88.001,90.434,96.695,69.47,73.859,77.874,88.367,78.117,13.36
27.3801,-82.0809,85.282,88.138,95.892,61.142,67.987,72.854,87.567,79.066,13.308
27.3801,-82.0609,82.413,85.675,95.032,52.353,61.754,67.709,86.702,80.163,13.255
27.3801,-82.0409,79.61,83.218,94.173,43.726,55.619,62.817,85.844,81.384,13.201
27.3801,-82.0209,77.062,80.918,93.37,35.799,49.987,58.48,85.058,82.696,13.143
27.3801,-82.0009,74.889,78.875,92.657,28.902,45.115,54.862,84.389,84.071,13.082
27.3801,-81.9809,73.131,77.126,92.047,23.139,41.094,51.99,83.858,85.489,13.015
27.3801,-81.9609,71.77,75.66,91.535,18.444,37.889,49.796,83.461,86.939,12.942
27.3801,-81.9409,70.751,74.442,91.108,14.662,35.393,48.165,83.186,88.41,12.861
27.3801,-81.921,70.011,73.428,90.753,11.619,33.475,46.975,83.011,89.882,12.771
27.3801,-81.901,69.485,72.585,90.457,9.167,32.016,46.117,82.912,91.318,12.669
27.3801,-81.881,69.122,71.892,90.213,7.204,30.919,45.508,82.868,92.661,12.554
27.3801,-81.861,68.878,71.339,90.018,5.669,30.113,45.083,82.858,93.84,12.423
27.3801,-81.841,68.72,70.923,89.871,4.531,29.548,44.799,82.865,94.79,12.274
27.3801,-81.821,68.626,70.642,89.771,3.763,29.186,44.624,82.878,95.463,12.105
27.3801,-81.801,68.579,70.492,89.716,3.338,29.0,44.538,82.888,95.84,11.913
27.3801,-81.781,68.571,70.465,89.705,3.226,28.974,44.528,82.893,95.923,11.696
27.3801,-81.761,68.598,70.56,89.734,3.399,29.103,44.596,82.894,95.727,11.453
27.3801,-81.741,68.666,70.776,89.804,3.833,29.399,44.749,82.896,95.272,11.182
27.3801,-81.721,68.786,71.12,89.912,4.491,29.892,45.014,82.908,94.596,10.883
27.3801,-81.701,68.978,71.601,90.057,5.32,30.63,45.429,82.948,93.76,10.555
27.3801,-81.681,69.273,72.241,90.24,6.242,31.692,46.061,83.038,92.849,10.2
27.3801,-81.661,69.718,73.075,90.459,7.15,33.194,47.006,83.213,91.974,9.82
27.3801,-81.641,70.378,74.164,90.72,7.914,35.299,48.403,83.517,91.269,9.419
27.3801,-81.621,71.329,75.58,91.026,8.371,38.192,50.413,83.997,90.889,9.001
27.3801,-81.601,72.634,77.38,91.38,8.353,41.999,53.166,84.691,90.988,8.571
27.3801,-81.581,74.287,79.54,91.77,7.74,46.645,56.642,85.593,91.668,8.137
27.3801,-81.561,76.157,81.892,92.167,6.561,51.722,60.561,86.619,92.887,7.703
27.3801,-81.541,78.003,84.148,92.526,5.039,56.552,64.406,87.626,94.421,7.277
27.3801,-81.521,79.579,86.031,92.814,3.502,60.51,67.661,88.47,95.954,6.863
27.3801,-81.501,80.758,87.409,93.018,2.216,63.327,70.064,89.082,97.236,6.468
27.3801,-81.481,81.547,88.312,93.15,1.285,65.101,71.645,89.474,98.172,6.095
27.3801,-81.461,82.031,88.854,93.229,0.685,66.109,72.594,89.7,98.785,5.748
27.3801,-81.441,82.308,89.157,93.274,0.335,66.632,73.122,89.819,99.155,5.428
27.3801,-81.421,82.456,89.314,93.299,0.148,66.881,73.395,89.877,99.359,5.137
27.3801,-81.401,82.529,89.389,93.311,0.058,66.988,73.525,89.902,99.462,4.874
27.3801,-81.381,82.561,89.421,93.316,0.021,67.029,73.58,89.912,99.507,4.64
27.3801,-81.361,82.573,89.433,93.318,0.008,67.042,73.6,89.916,99.524,4.431
27.3801,-81.341,82.576,89.436,93.319,0.004,67.045,73.605,89.916,99.528,4.248
27.3801,-81.3211,82.573,89.434,93.318,0.006,67.044,73.6,89.916,99.525,4.087
27.3801,-81.3011,82.561,89.423,93.316,0.015,67.039,73.581,89.914,99.508,3.946
27.3801,-81.2811,82.526,89.393,93.308,0.039,67.026,73.522,89.909,99.459,3.823
27.3801,-81.2611,82.442,89.321,93.29,0.091,67.005,73.375,89.896,99.342,3.715
27.3801,-81.2411,82.266,89.176,93.25,0.188,66.977,73.053,89.871,99.096,3.62
27.3801,-81.2211,81.933,88.905,93.172,0.35,66.952,72.407,89.823,98.626,3.535
27.3801,-81.2011,81.35,88.445,93.032,0.596,66.96,71.203,89.737,97.796,3.459
27.3801,-81.1811,80.408,87.721,92.799,0.926,67.052,69.118,89.592,96.441,3.389
27.3801,-81.1611,79.017,86.683,92.447,1.307,67.299,65.819,89.366,94.418,3.324
27.3801,-81.1411,77.191,85.363,91.972,1.65,67.758,61.19,89.052,91.74,3.265
27.3801,-81.1211,75.132,83.925,91.422,1.835,68.413,55.63,88.676,88.707,3.211
27.3801,-81.1011,73.189,82.619,90.888,1.783,69.149,50.057,88.301,85.844,3.163
27.3801,-81.0811,71.654,81.632,90.454,1.521,69.809,45.399,87.987,83.602,3.121
27.3801,-81.0611,70.616,80.998,90.15,1.154,70.296,42.078,87.764,82.113,3.085
