lat,lon,eal_score,risk_score,hurricane_score,coastal_flood_score,inland_flood_score,tornado_score,wildfire_score,wind_score,surge
24.56,-82.1609,89.909,91.619,97.63,93.006,52.707,37.222,68.165,41.231,14.325
24.56,-82.1409,89.947,91.633,97.648,93.414,52.183,36.59,67.741,40.771,14.371
24.56,-82.1209,89.983,91.644,97.665,93.809,51.668,35.969,67.325,40.322,14.415
24.56,-81.801,90.231,91.649,97.812,97.914,45.615,28.835,62.55,35.315,14.901
24.56,-81.781,90.232,91.644,97.815,98.031,45.412,28.6,62.394,35.156,14.916
24.56,-81.761,90.233,91.64,97.818,98.133,45.229,28.389,62.255,35.014,14.929
24.56,-81.741,90.233,91.635,97.82,98.223,45.066,28.201,62.131,34.888,14.941
24.56,-81.721,90.233,91.63,97.822,98.301,44.923,28.036,62.022,34.778,14.952
24.56,-81.701,90.232,91.626,97.823,98.368,44.797,27.891,61.927,34.681,14.961
24.58,-82.1409,89.948,91.641,97.645,93.299,52.397,36.822,67.907,40.922,14.356
24.58,-82.1209,89.984,91.652,97.662,93.699,51.874,36.193,67.484,40.467,14.401
24.58,-82.1009,90.017,91.662,97.679,94.086,51.36,35.577,67.071,40.023,14.445
24.58,-81.781,90.234,91.648,97.815,98.01,45.462,28.654,62.431,35.189,14.913
24.58,-81.761,90.235,91.642,97.818,98.116,45.272,28.436,62.287,35.043,14.927
24.58,-81.741,90.235,91.637,97.82,98.208,45.103,28.242,62.158,34.913,14.939
24.58,-81.721,90.235,91.633,97.822,98.289,44.954,28.07,62.045,34.798,14.95
24.58,-81.701,90.234,91.628,97.823,98.358,44.823,27.92,61.946,34.699,14.959
24.58,-81.681,90.233,91.624,97.824,98.416,44.71,27.79,61.861,34.613,14.967
24.58,-81.661,90.232,91.62,97.825,98.466,44.613,27.678,61.788,34.539,14.974
24.58,-81.641,90.23,91.617,97.826,98.506,44.531,27.585,61.726,34.477,14.98
24.6,-81.661,90.233,91.622,97.825,98.456,44.639,27.707,61.806,34.557,14.973
24.6,-81.641,90.231,91.618,97.826,98.498,44.553,27.608,61.742,34.492,14.979
24.6,-81.621,90.23,91.615,97.826,98.533,44.481,27.526,61.688,34.438,14.984
24.6,-81.601,90.228,91.612,97.826,98.561,44.421,27.458,61.644,34.394,14.988
24.6,-81.581,90.227,91.61,97.827,98.583,44.374,27.403,61.609,34.359,14.991
24.62,-81.641,90.233,91.62,97.826,98.486,44.582,27.641,61.763,34.512,14.977
24.62,-81.621,90.231,91.617,97.826,98.523,44.505,27.553,61.706,34.455,14.982
24.62,-81.601,90.229,91.614,97.827,98.553,44.442,27.481,61.659,34.408,14.987
24.62,-81.581,90.228,91.611,97.827,98.577,44.39,27.422,61.621,34.37,14.99
24.62,-81.561,90.227,91.609,97.827,98.595,44.35,27.376,61.591,34.34,14.993
24.62,-81.541,90.226,91.607,97.827,98.609,44.318,27.339,61.567,34.317,14.995
24.62,-81.521,90.225,91.606,97.827,98.619,44.294,27.312,61.55,34.3,14.997
24.64,-81.601,90.231,91.615,97.827,98.542,44.47,27.512,61.679,34.428,14.985
24.64,-81.581,90.229,91.613,97.827,98.568,44.414,27.448,61.638,34.386,14.989
24.64,-81.561,90.228,91.61,97.827,98.588,44.369,27.397,61.605,34.354,14.992
24.64,-81.541,90.227,91.608,97.827,98.603,44.334,27.357,61.579,34.328,14.994
24.64,-81.521,90.226,91.607,97.827,98.615,44.307,27.326,61.559,34.308,14.996
24.64,-81.401,90.223,91.603,97.827,98.638,44.249,27.261,61.517,34.267,15.0
24.64,-81.381,90.223,91.603,97.827,98.638,44.248,27.26,61.516,34.266,15.0
24.64,-81.361,90.223,91.603,97.827,98.638,44.248,27.259,61.516,34.266,15.0
24.64,-81.341,90.223,91.603,97.827,98.638,44.248,27.26,61.516,34.266,15.0
24.66,-81.581,90.231,91.615,97.827,98.555,44.445,27.483,61.66,34.408,14.987
24.66,-81.561,90.229,91.612,97.827,98.577,44.395,27.427,61.624,34.372,14.99
24.66,-81.541,90.228,91.61,97.827,98.595,44.356,27.382,61.595,34.343,14.993
24.66,-81.521,90.226,91.608,97.827,98.608,44.325,27.347,61.572,34.321,14.995
24.66,-81.481,90.225,91.606,97.827,98.624,44.284,27.301,61.542,34.292,14.997
24.66,-81.461,90.224,91.605,97.827,98.629,44.272,27.287,61.533,34.283,14.998
24.66,-81.441,90.224,91.604,97.827,98.633,44.264,27.277,61.527,34.277,14.999
24.66,-81.421,90.224,91.604,97.827,98.635,44.258,27.271,61.523,34.273,14.999
24.66,-81.401,90.223,91.604,97.827,98.636,44.255,27.267,61.521,34.271,14.999
24.66,-81.381,90.223,91.604,97.827,98.637,44.253,27.265,61.52,34.269,14.999
24.66,-81.361,90.223,91.604,97.827,98.637,44.252,27.264,61.519,34.269,15.0
24.66,-81.341,90.223,91.604,97.827,98.637,44.253,27.265,61.52,34.269,14.999
24.66,-81.3211,90.223,91.604,97.827,98.636,44.255,27.268,61.521,34.271,14.999
24.68,-81.561,90.231,91.614,97.827,98.564,44.431,27.467,61.649,34.397,14.988
24.68,-81.541,90.229,91.612,97.827,98.583,44.386,27.416,61.616,34.365,14.991
24.68,-81.521,90.228,91.61,97.827,98.598,44.35,27.376,61.59,34.339,14.993
24.68,-81.501,90.227,91.608,97.827,98.609,44.323,27.345,61.57,34.319,14.995
24.68,-81.481,90.226,91.607,97.827,98.618,44.302,27.321,61.555,34.305,14.996
24.68,-81.461,90.225,91.606,97.827,98.624,44.287,27.304,61.544,34.294,14.997
24.68,-81.441,90.225,91.605,97.827,98.628,44.276,27.291,61.536,34.286,14.998
24.68,-81.421,90.224,91.605,97.827,98.631,44.269,27.283,61.531,34.281,14.998
24.68,-81.401,90.224,91.604,97.827,98.633,44.264,27.278,61.528,34.277,14.999
24.68,-81.381,90.224,91.604,97.827,98.634,44.262,27.275,61.526,34.276,14.999
24.68,-81.361,90.224,91.604,97.827,98.634,44.261,27.274,61.525,34.275,14.999
24.68,-81.341,90.224,91.604,97.827,98.634,44.262,27.276,61.526,34.276,14.999
24.68,-81.3211,90.224,91.605,97.827,98.633,44.266,27.28,61.529,34.278,14.999
24.7,-81.501,90.228,91.61,97.827,98.598,44.353,27.379,61.592,34.341,14.993
24.7,-81.481,90.227,91.609,97.827,98.608,44.328,27.351,61.574,34.323,14.995
24.7,-81.461,90.226,91.608,97.827,98.616,44.31,27.329,61.561,34.31,14.996
24.7,-81.441,90.226,91.607,97.827,98.621,44.296,27.314,61.551,34.3,14.997
24.7,-81.421,90.225,91.606,97.827,98.625,44.287,27.303,61.544,34.293,14.997
24.7,-81.401,90.225,91.606,97.827,98.627,44.28,27.296,61.539,34.289,14.998
24.7,-81.381,90.225,91.605,97.827,98.629,44.277,27.293,61.537,34.286,14.998
24.7,-81.361,90.225,91.605,97.827,98.629,44.276,27.292,61.536,34.286,14.998
24.7,-81.341,90.225,91.606,97.827,98.629,44.278,27.294,61.538,34.287,14.998
24.7,-81.3211,90.226,91.606,97.827,98.628,44.283,27.3,61.541,34.291,14.998
24.7,-81.1011,90.3,91.681,97.84,98.445,45.054,28.215,62.071,34.856,14.949
24.7,-81.0811,90.324,91.704,97.844,98.396,45.284,28.491,62.229,35.026,14.934
24.72,-81.441,90.228,91.609,97.827,98.611,44.326,27.348,61.572,34.321,14.995
24.72,-81.421,90.227,91.608,97.827,98.616,44.314,27.334,61.563,34.312,14.996
24.72,-81.401,90.227,91.608,97.827,98.619,44.306,27.326,61.558,34.307,14.996
24.72,-81.381,90.227,91.607,97.827,98.621,44.302,27.321,61.555,34.304,14.996
24.72,-81.3011,90.229,91.61,97.828,98.616,44.323,27.346,61.569,34.319,14.995
24.72,-81.0611,90.381,91.759,97.855,98.293,45.807,29.116,62.583,35.408,14.901
24.72,-81.0211,90.473,91.848,97.872,98.136,46.638,30.121,63.147,36.027,14.849
24.74,-81.421,90.23,91.611,97.828,98.602,44.355,27.381,61.593,34.341,14.993
24.74,-81.401,90.23,91.611,97.828,98.606,44.345,27.37,61.585,34.334,14.994
24.74,-81.341,90.23,91.611,97.828,98.609,44.345,27.37,61.584,34.334,14.994
24.74,-81.3211,90.231,91.612,97.828,98.606,44.354,27.382,61.591,34.341,14.993
24.74,-81.3011,90.233,91.614,97.828,98.603,44.37,27.4,61.602,34.352,14.992
24.74,-81.0411,90.463,91.838,97.871,98.161,46.534,29.989,63.075,35.94,14.857
24.74,-81.0011,90.589,91.957,97.895,97.971,47.626,31.313,63.81,36.753,14.788
24.76,-81.3211,90.236,91.618,97.829,98.588,44.418,27.454,61.636,34.385,14.989
24.76,-80.9611,90.852,92.202,97.947,97.643,49.774,33.925,65.247,38.346,14.655
24.82,-80.8211,92.651,93.832,98.324,96.217,63.023,50.298,73.967,48.288,13.842
24.82,-80.8011,92.887,94.043,98.374,96.068,64.688,52.387,75.055,49.566,13.738
24.84,-80.7811,93.425,94.517,98.491,95.863,68.248,56.844,77.358,52.244,13.526
24.84,-80.7611,93.665,94.73,98.543,95.742,69.889,58.915,78.423,53.512,13.423
24.86,-80.7212,94.449,95.416,98.717,95.528,74.929,65.286,81.664,57.355,13.12
24.88,-80.7012,94.993,95.886,98.839,95.487,78.235,69.486,83.767,59.862,12.929
24.9,-80.6612,95.686,96.482,98.997,95.463,82.39,74.808,86.404,63.059,12.684
24.94,-80.6212,96.574,97.232,99.203,95.669,87.295,81.145,89.464,66.805,12.414
24.96,-80.5812,97.032,97.617,99.31,95.794,89.785,84.399,91.011,68.752,12.272
25.0,-80.5412,97.614,98.098,99.45,96.127,92.649,88.183,92.75,70.959,12.126
25.02,-80.5012,97.86,98.301,99.509,96.246,93.888,89.835,93.505,71.956,12.053
25.04,-80.5012,98.046,98.449,99.556,96.454,94.629,90.836,93.929,72.494,12.03
25.08,-80.4612,98.354,98.697,99.632,96.735,95.956,92.64,94.705,73.534,11.967
25.08,-80.4412,98.332,98.682,99.625,96.658,95.954,92.629,94.719,73.572,11.953
25.1,-80.4812,98.514,98.821,99.675,96.997,96.459,93.346,94.968,73.859,11.971
25.1,-80.4212,98.44,98.769,99.652,96.763,96.403,93.244,94.98,73.93,11.93
25.12,-81.0811,94.51,95.523,98.72,95.069,76.139,64.859,82.599,55.916,13.297
25.12,-80.4212,98.566,98.866,99.685,96.95,96.824,93.833,95.206,74.226,11.924
25.12,-80.4012,98.528,98.839,99.674,96.851,96.765,93.741,95.189,74.223,11.91
25.14,-81.1011,94.611,95.627,98.737,94.836,77.144,65.714,83.297,56.228,13.277
25.14,-81.0811,94.879,95.85,98.801,94.936,78.562,67.679,84.169,57.461,13.185
25.14,-81.0611,95.155,96.079,98.866,95.051,80.003,69.687,85.053,58.722,13.092
25.14,-81.0411,95.436,96.312,98.933,95.179,81.452,71.715,85.938,59.996,12.998
25.14,-81.0211,95.719,96.545,99.001,95.319,82.89,73.738,86.814,61.267,12.906
25.14,-81.0011,96.001,96.777,99.068,95.47,84.3,75.73,87.669,62.519,12.816
25.14,-80.9811,96.278,97.003,99.135,95.628,85.664,77.667,88.494,63.736,12.729
25.14,-80.9611,96.546,97.222,99.2,95.793,86.969,79.527,89.279,64.903,12.646
25.14,-80.9411,96.803,97.432,99.262,95.96,88.201,81.29,90.018,66.009,12.569
25.14,-80.9211,97.046,97.629,99.322,96.127,89.35,82.941,90.704,67.044,12.498
25.14,-80.9011,97.273,97.813,99.377,96.292,90.41,84.468,91.335,68.0,12.433
25.14,-80.4412,98.715,98.98,99.726,97.217,97.255,94.453,95.422,74.496,11.934
25.14,-80.4212,98.681,98.955,99.716,97.129,97.199,94.365,95.405,74.49,11.921
25.14,-80.4012,98.642,98.927,99.704,97.029,97.132,94.259,95.383,74.479,11.907
25.14,-80.3812,98.599,98.895,99.691,96.919,97.054,94.137,95.356,74.463,11.891
25.16,-81.1211,94.709,95.729,98.753,94.577,78.166,66.519,84.012,56.473,13.264
25.16,-81.1011,94.965,95.941,98.814,94.698,79.481,68.383,84.814,57.66,13.175
25.16,-81.0811,95.231,96.159,98.878,94.832,80.826,70.301,85.631,58.881,13.084
25.16,-81.0611,95.503,96.383,98.943,94.98,82.186,72.25,86.456,60.123,12.993
25.16,-81.0411,95.778,96.609,99.01,95.141,83.546,74.207,87.277,61.37,12.902
25.16,-81.0211,96.055,96.834,99.077,95.312,84.888,76.148,88.084,62.607,12.813
25.16,-81.0011,96.328,97.057,99.143,95.492,86.197,78.049,88.868,63.817,12.726
25.16,-80.9811,96.594,97.273,99.208,95.679,87.456,79.885,89.619,64.985,12.644
25.16,-80.9611,96.852,97.481,99.271,95.868,88.652,81.637,90.33,66.098,12.567
25.16,-80.9411,97.097,97.679,99.332,96.057,89.775,83.287,90.994,67.145,12.495
25.16,-80.9211,97.327,97.864,99.388,96.243,90.816,84.822,91.607,68.117,12.429
25.16,-80.9011,97.541,98.036,99.441,96.423,91.769,86.232,92.166,69.009,12.369
25.16,-80.7411,98.635,98.904,99.715,97.462,96.417,93.176,94.854,73.37,12.09
25.16,-80.7212,98.704,98.959,99.732,97.534,96.7,93.604,95.016,73.639,12.073
25.16,-80.7012,98.762,99.004,99.747,97.593,96.939,93.963,95.152,73.866,12.058
25.16,-80.3812,98.702,98.974,99.719,97.089,97.375,94.594,95.523,74.683,11.89
25.16,-80.3612,98.653,98.938,99.705,96.967,97.282,94.448,95.489,74.658,11.873
25.18,-81.1411,94.804,95.83,98.768,94.296,79.204,67.263,84.742,56.637,13.258
25.18,-81.1211,95.046,96.029,98.826,94.434,80.407,69.017,85.469,57.774,13.173
25.18,-81.1011,95.299,96.236,98.888,94.587,81.646,70.834,86.215,58.951,13.085
25.18,-81.0811,95.56,96.448,98.951,94.754,82.908,72.695,86.972,60.158,12.996
25.18,-81.0611,95.826,96.665,99.016,94.934,84.18,74.578,87.732,61.379,12.906
25.18,-81.0411,96.095,96.883,99.082,95.126,85.445,76.46,88.486,62.599,12.818
25.18,-81.0211,96.363,97.099,99.147,95.327,86.689,78.317,89.223,63.801,12.732
25.18,-81.0011,96.627,97.312,99.212,95.535,87.895,80.126,89.935,64.971,12.649
25.18,-80.9811,96.884,97.518,99.276,95.746,89.05,81.864,90.614,66.093,12.571
25.18,-80.9611,97.13,97.715,99.337,95.958,90.141,83.512,91.253,67.155,12.498
25.18,-80.9411,97.363,97.901,99.395,96.166,91.159,85.055,91.846,68.147,12.43
25.18,-80.9211,97.581,98.074,99.449,96.368,92.098,86.481,92.391,69.062,12.369
25.18,-80.9011,97.782,98.234,99.499,96.561,92.953,87.783,92.884,69.895,12.314
25.18,-80.8811,97.966,98.379,99.546,96.744,93.722,88.958,93.327,70.644,12.266
25.18,-80.8611,98.132,98.511,99.587,96.914,94.408,90.008,93.72,71.312,12.223
25.18,-80.8411,98.28,98.627,99.625,97.069,95.014,90.936,94.065,71.901,12.186
25.18,-80.8211,98.412,98.731,99.658,97.211,95.543,91.748,94.365,72.415,12.154
25.18,-80.8011,98.527,98.821,99.687,97.337,96.001,92.454,94.624,72.86,12.127
25.18,-80.7811,98.627,98.899,99.713,97.449,96.396,93.061,94.847,73.242,12.104
25.18,-80.7611,98.712,98.966,99.735,97.546,96.732,93.58,95.036,73.569,12.085
25.18,-80.7411,98.785,99.023,99.753,97.629,97.016,94.019,95.196,73.845,12.068
25.18,-80.7212,98.847,99.071,99.769,97.699,97.255,94.388,95.329,74.078,12.054
25.18,-80.7012,98.898,99.111,99.782,97.756,97.453,94.695,95.441,74.273,12.042
25.18,-80.6812,98.939,99.143,99.792,97.802,97.616,94.947,95.533,74.434,12.031
25.18,-80.6612,98.972,99.168,99.8,97.836,97.748,95.151,95.607,74.567,12.022
25.18,-80.6412,98.996,99.188,99.807,97.859,97.853,95.313,95.667,74.675,12.014
25.18,-80.6212,99.014,99.202,99.811,97.872,97.933,95.437,95.714,74.762,12.006
25.18,-80.3812,98.797,99.047,99.744,97.249,97.662,95.006,95.67,74.879,11.891
25.18,-80.3612,98.747,99.01,99.73,97.128,97.565,94.853,95.633,74.85,11.874
25.2,-81.1411,95.123,96.115,98.837,94.15,81.34,69.575,86.134,57.793,13.181
25.2,-81.1211,95.361,96.308,98.895,94.319,82.465,71.283,86.804,58.923,13.096
25.2,-81.1011,95.609,96.509,98.956,94.503,83.621,73.045,87.49,60.091,13.008
25.2,-81.0811,95.863,96.714,99.019,94.7,84.796,74.845,88.184,61.283,12.92
25.2,-81.0611,96.123,96.923,99.083,94.911,85.975,76.659,88.878,62.484,12.833
25.2,-81.0411,96.384,97.132,99.147,95.132,87.145,78.466,89.563,63.678,12.746
25.2,-81.0211,96.644,97.339,99.212,95.36,88.29,80.242,90.231,64.85,12.663
25.2,-81.0011,96.898,97.542,99.275,95.593,89.396,81.963,90.874,65.983,12.583
25.2,-80.9811,97.144,97.737,99.337,95.827,90.451,83.608,91.484,67.064,12.508
25.2,-80.9611,97.38,97.924,99.396,96.058,91.443,85.16,92.055,68.08,12.439
25.2,-80.9411,97.601,98.099,99.452,96.283,92.364,86.603,92.583,69.022,12.376
25.2,-80.9211,97.807,98.261,99.504,96.499,93.209,87.93,93.064,69.885,12.319
25.2,-80.9011,97.996,98.41,99.552,96.704,93.973,89.133,93.498,70.665,12.269
25.2,-80.8811,98.168,98.544,99.595,96.894,94.658,90.212,93.885,71.362,12.224
25.2,-80.8611,98.323,98.665,99.635,97.069,95.264,91.169,94.225,71.977,12.186
25.2,-80.8411,98.46,98.771,99.67,97.229,95.795,92.008,94.523,72.515,12.153
25.2,-80.8211,98.58,98.865,99.7,97.372,96.257,92.738,94.78,72.981,12.125
25.2,-80.8011,98.685,98.947,99.727,97.498,96.654,93.367,95.0,73.381,12.101
25.2,-80.7811,98.775,99.017,99.75,97.609,96.993,93.904,95.188,73.721,12.081
25.2,-80.7611,98.852,99.076,99.77,97.705,97.28,94.358,95.346,74.009,12.065
25.2,-80.7411,98.917,99.126,99.787,97.786,97.52,94.74,95.479,74.251,12.051
25.2,-80.7212,98.971,99.168,99.801,97.854,97.721,95.058,95.589,74.452,12.039
25.2,-80.7012,99.016,99.203,99.812,97.909,97.885,95.319,95.679,74.619,12.029
25.2,-80.6812,99.051,99.23,99.821,97.952,98.019,95.531,95.753,74.755,12.02
25.2,-80.6612,99.079,99.252,99.828,97.984,98.125,95.7,95.812,74.866,12.013
25.2,-80.6412,99.1,99.268,99.834,98.006,98.208,95.832,95.859,74.955,12.006
25.2,-80.6212,99.114,99.279,99.837,98.018,98.27,95.93,95.895,75.025,12.0
25.2,-80.6012,99.122,99.286,99.839,98.019,98.313,95.999,95.921,75.078,11.994
25.2,-80.3812,98.883,99.113,99.768,97.399,97.916,95.373,95.798,75.052,11.892
25.2,-80.3612,98.833,99.076,99.753,97.279,97.816,95.216,95.76,75.02,11.875
25.22,-81.1611,95.198,96.201,98.847,93.848,82.282,70.052,86.809,57.709,13.199
25.22,-81.1411,95.419,96.379,98.902,94.03,83.288,71.642,87.4,58.789,13.117
25.22,-81.1211,95.652,96.565,98.959,94.228,84.331,73.299,88.011,59.914,13.032
25.22,-81.1011,95.893,96.758,99.019,94.441,85.4,75.005,88.634,61.073,12.945
25.22,-81.0811,96.141,96.955,99.081,94.667,86.485,76.744,89.264,62.253,12.858
25.22,-81.0611,96.393,97.155,99.144,94.906,87.572,78.492,89.893,63.437,12.771
25.22,-81.0411,96.646,97.356,99.207,95.154,88.647,80.228,90.512,64.611,12.687
25.22,-81.0211,96.896,97.554,99.27,95.408,89.698,81.927,91.114,65.756,12.605
25.22,-81.0011,97.141,97.747,99.332,95.663,90.709,83.568,91.691,66.858,12.528
25.22,-80.9811,97.378,97.933,99.392,95.918,91.671,85.129,92.236,67.903,12.456
25.22,-80.9611,97.602,98.109,99.449,96.166,92.571,86.593,92.745,68.88,12.39
25.22,-80.9411,97.813,98.273,99.503,96.406,93.403,87.948,93.213,69.78,12.33
25.22,-80.9211,98.008,98.425,99.553,96.633,94.162,89.185,93.637,70.597,12.277
25.22,-80.9011,98.186,98.564,99.598,96.846,94.846,90.301,94.018,71.331,12.23
25.22,-80.8811,98.347,98.688,99.639,97.043,95.454,91.293,94.355,71.98,12.19
25.22,-80.8611,98.49,98.799,99.676,97.222,95.99,92.167,94.65,72.55,12.155
25.22,-80.8411,98.617,98.897,99.709,97.383,96.456,92.929,94.905,73.043,12.126
25.22,-80.8211,98.727,98.982,99.738,97.526,96.858,93.585,95.125,73.466,12.101
25.22,-80.8011,98.823,99.055,99.762,97.652,97.202,94.146,95.312,73.826,12.08
25.22,-80.7811,98.904,99.118,99.783,97.761,97.493,94.621,95.469,74.129,12.063
25.22,-80.7611,98.973,99.171,99.801,97.854,97.737,95.019,95.601,74.383,12.049
25.22,-80.7411,99.031,99.215,99.816,97.932,97.94,95.351,95.71,74.594,12.037
25.22,-80.7212,99.079,99.252,99.829,97.997,98.107,95.624,95.8,74.768,12.027
25.22,-80.7012,99.118,99.281,99.839,98.049,98.244,95.846,95.874,74.91,12.019
25.22,-80.6812,99.148,99.305,99.847,98.09,98.353,96.024,95.933,75.025,12.012
25.22,-80.6612,99.172,99.323,99.853,98.12,98.438,96.164,95.979,75.117,12.006
25.22,-80.6412,99.189,99.336,99.857,98.139,98.503,96.271,96.015,75.19,12.001
25.22,-80.6212,99.2,99.345,99.86,98.15,98.55,96.348,96.042,75.246,11.996
25.22,-80.6012,99.206,99.35,99.861,98.151,98.581,96.399,96.061,75.288,11.991
25.22,-80.5412,99.195,99.342,99.857,98.1,98.592,96.42,96.078,75.346,11.975
25.22,-80.5012,99.164,99.32,99.848,98.021,98.541,96.339,96.061,75.342,11.962
25.22,-80.4812,99.142,99.304,99.841,97.968,98.499,96.273,96.046,75.331,11.954
25.22,-80.3412,98.857,99.095,99.758,97.288,97.93,95.368,95.829,75.134,11.858
25.24,-81.1611,95.477,96.45,98.907,93.727,84.119,71.914,88.005,58.542,13.151
25.24,-81.1411,95.691,96.62,98.961,93.934,85.043,73.456,88.538,59.62,13.068
25.24,-81.1211,95.916,96.798,99.017,94.158,86.001,75.061,89.088,60.742,12.983
25.24,-81.1011,96.15,96.982,99.076,94.398,86.983,76.714,89.649,61.897,12.896
25.24,-81.0811,96.39,97.172,99.137,94.651,87.979,78.395,90.217,63.069,12.809
25.24,-81.0611,96.635,97.363,99.199,94.915,88.976,80.083,90.782,64.242,12.722
25.24,-81.0411,96.879,97.555,99.261,95.188,89.962,81.754,91.339,65.4,12.639
25.24,-81.0211,97.121,97.744,99.323,95.464,90.924,83.386,91.878,66.526,12.558
25.24,-81.0011,97.358,97.928,99.383,95.741,91.848,84.955,92.395,67.605,12.483
25.24,-80.9811,97.585,98.104,99.441,96.014,92.723,86.442,92.881,68.621,12.413
25.24,-80.9611,97.799,98.271,99.497,96.278,93.54,87.83,93.333,69.566,12.35
25.24,-80.9411,98.0,98.426,99.548,96.53,94.292,89.107,93.747,70.43,12.293
25.24,-80.9211,98.185,98.569,99.596,96.767,94.974,90.266,94.121,71.209,12.242
25.24,-80.9011,98.353,98.698,99.639,96.987,95.586,91.303,94.454,71.902,12.199
25.24,-80.8811,98.504,98.814,99.679,97.187,96.127,92.22,94.747,72.511,12.161
25.24,-80.8611,98.637,98.916,99.713,97.369,96.601,93.022,95.002,73.04,12.13
25.24,-80.8411,98.754,99.006,99.744,97.53,97.01,93.714,95.222,73.494,12.103
25.24,-80.8211,98.856,99.083,99.77,97.672,97.36,94.306,95.409,73.879,12.081
25.24,-80.8011,98.943,99.149,99.793,97.796,97.658,94.807,95.567,74.204,12.063
25.24,-80.7811,99.016,99.205,99.812,97.902,97.907,95.228,95.699,74.475,12.048
25.24,-80.7611,99.078,99.252,99.829,97.991,98.115,95.577,95.808,74.699,12.036
25.24,-80.7411,99.13,99.291,99.842,98.066,98.286,95.865,95.898,74.883,12.027
25.24,-80.7212,99.171,99.323,99.853,98.128,98.426,96.099,95.972,75.033,12.019
25.24,-80.7012,99.205,99.349,99.862,98.177,98.538,96.288,96.031,75.154,12.012
25.24,-80.6812,99.232,99.369,99.869,98.214,98.627,96.437,96.077,75.251,12.007
25.24,-80.6612,99.251,99.384,99.874,98.242,98.695,96.552,96.114,75.327,12.002
25.24,-80.6412,99.266,99.395,99.878,98.26,98.746,96.638,96.141,75.386,11.997
25.24,-80.6212,99.274,99.401,99.88,98.268,98.781,96.698,96.161,75.43,11.993
25.24,-80.6012,99.278,99.405,99.881,98.269,98.803,96.735,96.174,75.462,11.989
25.24,-80.5812,99.278,99.404,99.88,98.26,98.812,96.751,96.181,75.484,11.985
25.24,-80.5612,99.273,99.401,99.879,98.244,98.809,96.749,96.183,75.496,11.981
25.24,-80.5412,99.264,99.394,99.876,98.219,98.796,96.728,96.18,75.5,11.976
25.24,-80.5212,99.25,99.385,99.872,98.185,98.772,96.691,96.172,75.497,11.97
25.24,-80.5012,99.233,99.372,99.867,98.142,98.739,96.638,96.16,75.487,11.964
25.24,-80.4812,99.211,99.356,99.86,98.089,98.695,96.569,96.144,75.473,11.956
25.24,-80.4612,99.184,99.336,99.852,98.027,98.642,96.484,96.123,75.453,11.947
25.24,-80.3212,98.869,99.106,99.76,97.276,98.01,95.468,95.882,75.227,11.839
25.26,-81.1611,95.732,96.675,98.963,93.63,85.765,73.521,89.074,59.206,13.118
25.26,-81.1411,95.938,96.837,99.015,93.86,86.607,75.016,89.548,60.286,13.034
25.26,-81.1211,96.155,97.007,99.07,94.107,87.48,76.572,90.039,61.409,12.947
25.26,-81.1011,96.381,97.183,99.128,94.37,88.377,78.175,90.541,62.564,12.859
25.26,-81.0811,96.614,97.364,99.188,94.647,89.288,79.806,91.049,63.735,12.771
25.26,-81.0611,96.85,97.547,99.248,94.935,90.201,81.441,91.555,64.904,12.685
25.26,-81.0411,97.086,97.731,99.309,95.23,91.103,83.058,92.053,66.055,12.601
25.26,-81.0211,97.32,97.912,99.369,95.527,91.982,84.632,92.535,67.17,12.521
25.26,-81.0011,97.548,98.087,99.428,95.823,92.826,86.141,92.996,68.232,12.447
25.26,-80.9811,97.767,98.255,99.485,96.111,93.623,87.565,93.429,69.228,12.378
25.26,-80.9611,97.973,98.413,99.539,96.389,94.366,88.888,93.83,70.148,12.317
25.26,-80.9411,98.164,98.56,99.589,96.652,95.046,90.098,94.196,70.983,12.262
25.26,-80.9211,98.34,98.694,99.634,96.897,95.661,91.19,94.525,71.731,12.214
25.26,-80.9011,98.499,98.815,99.676,97.122,96.21,92.16,94.817,72.39,12.173
25.26,-80.8811,98.64,98.922,99.713,97.326,96.692,93.011,95.072,72.965,12.138
25.26,-80.8611,98.765,99.017,99.746,97.508,97.111,93.748,95.293,73.458,12.109
25.26,-80.8411,98.873,99.099,99.774,97.669,97.471,94.38,95.481,73.878,12.085
25.26,-80.8211,98.966,99.169,99.799,97.809,97.777,94.915,95.64,74.23,12.066
25.26,-80.8011,99.046,99.229,99.82,97.929,98.034,95.364,95.774,74.524,12.05
25.26,-80.7811,99.112,99.28,99.837,98.031,98.248,95.737,95.884,74.766,12.037
25.26,-80.7611,99.168,99.321,99.852,98.117,98.425,96.044,95.975,74.964,12.027
25.26,-80.7411,99.213,99.356,99.864,98.188,98.569,96.294,96.049,75.125,12.019
25.26,-80.7212,99.25,99.383,99.874,98.245,98.685,96.495,96.108,75.254,12.012
25.26,-80.7012,99.279,99.405,99.882,98.291,98.778,96.655,96.156,75.357,12.007
25.26,-80.6812,99.302,99.422,99.887,98.325,98.849,96.779,96.193,75.438,12.003
25.26,-80.6612,99.319,99.435,99.892,98.35,98.904,96.874,96.221,75.5,11.999
25.26,-80.6412,99.33,99.444,99.895,98.366,98.943,96.942,96.242,75.548,11.995
25.26,-80.6212,99.337,99.449,99.897,98.373,98.969,96.988,96.256,75.582,11.992
25.26,-80.6012,99.34,99.451,99.897,98.373,98.983,97.014,96.265,75.606,11.989
